YEAR,ZIP CODE,NO. OF RETURNS,AGI
2017,77457,0,0
2017,77458,0,0
2017,77459,33630,3813493
2017,77460,0,0
2017,77461,5170,329779
2017,77463,0,0
2017,77464,0,0
2017,77465,3050,168243
2017,77466,0,0
2017,77467,0,0
2017,77468,100,6151
2017,77469,22530,1597864
2017,77470,0,0
2017,77471,18270,872501
2017,77473,0,0
2017,77474,6500,401771
2017,77475,0,0
2017,77476,0,0
2017,77477,15570,752341
2017,77478,12730,1783619
2017,77479,39040,6398579
2017,77480,3280,215145
2017,77481,0,0
2017,77482,1090,65194
2017,77483,0,0
2017,77484,5780,366360
2017,77485,1470,78737
2017,77486,3380,225441
2017,77487,0,0
2017,77488,6080,300245
2017,77489,18720,794933
2017,77491,0,0
2017,77492,0,0
2017,77493,17360,1333644
2017,77494,46270,6126942
2017,77496,0,0
2017,77497,0,0
2017,77498,22590,1497814
2017,77501,0,0
2017,77502,15680,616321
2017,77503,10370,446442
2017,77504,9890,518137
2017,77505,10960,831348
2017,77506,13760,444293
2017,77507,0,0
2017,77508,0,0
2017,77510,6720,461527
2017,77511,21010,1196008
2017,77512,0,0
2017,77514,2270,134579
2017,77515,12790,824442
2017,77516,0,0
2017,77517,2820,210559
2017,77518,4430,214268
2017,77519,460,25739
2017,77520,16160,784774
2017,77521,25750,1553092
2017,77522,0,0
2017,77523,10310,994814
2017,77530,13390,559063
2017,77531,6960,379209
2017,77532,14000,950040
2017,77533,0,0
2017,77534,1380,109041
2017,77535,13080,796887
2017,77536,15610,1107503
2017,77538,380,23952
2017,77539,19140,1198805
2017,77541,6930,354018
2017,77542,0,0
2017,77545,11820,591387
2017,77546,24270,2905998
2017,77547,4090,151882
2017,77549,0,0
2017,77550,10510,560844
2017,77551,9520,518914
2017,77552,0,0
2017,77553,0,0
2017,77554,4290,546766
2017,77555,0,0
2017,77560,510,26983
2017,77561,0,0
2017,77562,4930,287086
2017,77563,4410,259656
2017,77564,700,38260
2017,77565,3770,472070
2017,77566,14280,1380028
2017,77568,8390,402165
2017,77571,17150,1135038
2017,77572,0,0
2017,77573,40060,3902716
2017,77574,0,0
2017,77575,5970,392511
2017,77577,610,33985
2017,77578,9900,942794
2017,77580,0,0
2017,77581,21600,1882837
2017,77582,0,0
2017,77583,13020,835403
2017,77584,38370,3596691
2017,77585,340,18999
2017,77586,11430,1330170
2017,77587,6790,239441
2017,77588,0,0
2017,77590,13120,619033
2017,77591,6910,302935
2017,77592,0,0
2017,77597,380,27738
2017,77598,11180,535116
2017,77601,0,0
2017,77611,4390,300334
2017,77612,3640,222382
2017,77613,0,0
2017,77614,0,0
2017,77615,0,0
2017,77616,470,26157
2017,77617,0,0
2017,77619,7370,414986
2017,77622,750,50676
2017,77623,0,0
2017,77624,320,16846
2017,77625,3800,233597
2017,77626,0,0
2017,77627,10910,784423
2017,77629,0,0
2017,77630,11440,656504
2017,77631,0,0
2017,77632,8980,632454
2017,77639,0,0
2017,77640,6470,277644
2017,77641,0,0
2017,77642,14580,620503
2017,77643,0,0
2017,77650,0,0
2017,77651,6260,499713
2017,77655,170,9305
2017,77656,7260,394875
2017,77657,9540,747472
2017,77659,2120,165547
2017,77660,600,32661
2017,77661,0,0
2017,77662,10070,544222
2017,77663,0,0
2017,77664,1150,62909
2017,77665,3060,202310
2017,77670,0,0
2017,77701,5420,182084
2017,77702,1370,80151
2017,77703,5420,153025
2017,77704,0,0
2017,77705,10940,527314
2017,77706,13800,1478913
2017,77707,7850,495095
2017,77708,5480,233505
2017,77710,0,0
2017,77713,5860,476177
2017,77720,0,0
2017,77725,0,0
2017,77726,0,0
2017,77801,5220,164142
2017,77802,11520,768894
2017,77803,12080,385805
2017,77805,0,0
2017,77806,0,0
2017,77807,4710,302652
2017,77808,6450,476325
2017,77830,1370,94970
2017,77831,1310,64657
2017,77833,11990,784955
2017,77834,0,0
2017,77835,1280,93339
2017,77836,5190,303863
2017,77837,620,24516
2017,77838,0,0
2017,77840,12860,466532
2017,77841,0,0
2017,77842,0,0
2017,77843,0,0
2017,77844,0,0
2017,77845,26080,2492005
2017,77850,0,0
2017,77852,0,0
2017,77853,470,27342
2017,77855,0,0
2017,77856,2090,122891
2017,77857,390,21388
2017,77859,3060,126713
2017,77861,1240,92653
2017,77862,0,0
2017,77863,0,0
2017,77864,3470,160710
2017,77865,730,43005
2017,77866,0,0
2017,77867,0,0
2017,77868,5950,299916
2017,77870,0,0
2017,77871,1620,114408
2017,77872,840,44990
2017,77873,600,43231
2017,77875,0,0
2017,77876,0,0
2017,77878,0,0
2017,77879,2080,102680
2017,77880,830,71728
2017,77881,0,0
2017,77882,0,0
2017,77901,17200,713792
2017,77902,0,0
2017,77903,0,0
2017,77904,12930,1052696
2017,77905,6720,454802
2017,77950,0,0
2017,77951,0,0
2017,77954,4260,314381
2017,77957,3750,200373
2017,77960,0,0
2017,77961,0,0
2017,77962,1590,91950
2017,77963,2390,147425
2017,77964,3680,230619
2017,77967,0,0
2017,77968,1430,115351
2017,77969,0,0
2017,77970,0,0
2017,77971,400,26143
2017,77973,0,0
2017,77974,220,14216
2017,77975,880,49577
2017,77976,0,0
2017,77977,0,0
2017,77978,0,0
2017,77979,7560,426044
2017,77982,0,0
2017,77983,870,44555
2017,77984,2090,155890
2017,77986,0,0
2017,77987,0,0
2017,77988,0,0
2017,77989,0,0
2017,77990,290,15961
2017,77991,0,0
2017,77993,0,0
2017,77994,160,26754
2017,77995,4150,246167
2017,78001,0,0
2017,78002,3380,130329
2017,78003,4490,259652
2017,78004,310,28827
2017,78005,340,20823
2017,78006,17760,2378882
2017,78007,0,0
2017,78008,130,12088
2017,78009,4010,267672
2017,78010,1450,108119
2017,78011,800,49797
2017,78012,190,8519
2017,78013,2730,192001
2017,78014,2000,143671
2017,78015,7980,1184640
2017,78016,4400,234129
2017,78017,1680,77039
2017,78019,0,0
2017,78021,0,0
2017,78022,2130,122962
2017,78023,13890,1429073
2017,78024,730,75385
2017,78025,2370,124160
2017,78026,2690,171359
2017,78027,250,24031
2017,78028,17820,1154320
2017,78029,0,0
2017,78039,840,42779
2017,78040,16270,423980
2017,78041,20940,1063290
2017,78042,0,0
2017,78043,18230,614765
2017,78044,0,0
2017,78045,28470,1706043
2017,78046,26970,765172
2017,78050,0,0
2017,78052,3350,165085
2017,78054,0,0
2017,78055,760,53771
2017,78056,1000,95599
2017,78057,500,25965
2017,78058,610,40279
2017,78059,2330,115005
2017,78060,0,0
2017,78061,3970,172361
2017,78063,4240,286665
2017,78064,6490,394175
2017,78065,4590,197342
2017,78066,340,27344
2017,78067,270,10966
2017,78069,2460,98304
2017,78070,8540,872520
2017,78071,1450,87937
2017,78072,320,36503
2017,78073,3600,142138
2017,78074,0,0
2017,78075,0,0
2017,78076,4590,159200
2017,78101,4160,286249
2017,78102,7910,342895
2017,78104,0,0
2017,78107,0,0
2017,78108,18140,1229757
2017,78109,21960,1013425
2017,78112,3790,145173
2017,78113,1070,101393
2017,78114,9420,576875
2017,78115,0,0
2017,78116,140,33897
2017,78117,280,40475
2017,78118,1810,183726
2017,78119,2200,145783
2017,78121,6460,549496
2017,78122,180,8523
2017,78123,1190,84944
2017,78124,3030,184507
2017,78125,0,0
2017,78130,37190,2236362
2017,78131,0,0
2017,78132,15000,1723291
2017,78133,9220,671248
2017,78140,1420,67665
2017,78141,320,21574
2017,78142,0,0
2017,78143,0,0
2017,78144,0,0
2017,78145,0,0
2017,78146,0,0
2017,78147,0,0
2017,78148,10220,553191
2017,78150,0,0
2017,78151,600,50175
2017,78152,1270,87867
2017,78154,18630,1273656
2017,78155,22070,1181288
2017,78156,0,0
2017,78159,360,21316
2017,78160,1860,112933
2017,78161,360,18671
2017,78162,0,0
2017,78163,5800,625638
2017,78164,1680,197201
2017,78201,19150,666264
2017,78202,4720,143336
2017,78203,2430,64643
2017,78204,5320,254686
2017,78205,900,209250
2017,78207,18480,479669
2017,78208,1780,55286
2017,78209,19800,3525049
2017,78210,15330,554296
2017,78211,12940,362455
2017,78212,12490,1305872
2017,78213,19450,897009
2017,78214,9770,285475
2017,78215,1750,177301
2017,78216,19480,1242339
2017,78217,16440,749211
2017,78218,15790,670602
2017,78219,6760,226505
2017,78220,7820,270911
2017,78221,16640,563140
2017,78222,10120,408119
2017,78223,23980,893558
2017,78224,9220,316366
2017,78225,5680,172127
2017,78226,2710,77693
2017,78227,20430,638755
2017,78228,25510,853989
2017,78229,14350,629616
2017,78230,21190,1906477
2017,78231,4550,742790
2017,78232,18130,1731109
2017,78233,22770,1010584
2017,78234,2110,92279
2017,78235,880,35052
2017,78236,1290,50888
2017,78237,15280,403664
2017,78238,11570,456408
2017,78239,14280,668243
2017,78240,26640,1359999
2017,78242,13210,382207
2017,78243,0,0
2017,78244,14960,608215
2017,78245,38100,1762836
2017,78246,0,0
2017,78247,24750,1406318
2017,78248,6840,958233
2017,78249,25700,1620470
2017,78250,26090,1274896
2017,78251,27270,1352359
2017,78252,5340,226093
2017,78253,26040,1768459
2017,78254,28900,1759869
2017,78255,7200,945094
2017,78256,4950,605333
2017,78257,4610,911556
2017,78258,21730,2580991
2017,78259,12910,1156661
2017,78260,14480,1709818
2017,78261,10590,1139668
2017,78263,2290,147992
2017,78264,5530,207236
2017,78265,0,0
2017,78266,3440,450466
2017,78268,0,0
2017,78269,0,0
2017,78270,0,0
2017,78278,0,0
2017,78279,0,0
2017,78280,0,0
2017,78283,0,0
2017,78288,0,0
2017,78291,0,0
2017,78292,0,0
2017,78293,0,0
2017,78294,0,0
2017,78295,0,0
2017,78296,0,0
2017,78297,0,0
2017,78298,0,0
2017,78299,0,0
2017,78330,430,23473
2017,78332,10560,450899
2017,78333,0,0
2017,78335,0,0
2017,78336,4510,228308
2017,78338,0,0
2017,78339,0,0
2017,78340,180,9848
2017,78341,0,0
2017,78342,0,0
2017,78343,1830,95589
2017,78344,160,7656
2017,78347,0,0
2017,78349,160,5922
2017,78350,0,0
2017,78351,0,0
2017,78352,0,0
2017,78353,150,5577
2017,78355,2750,92487
2017,78357,1400,68112
2017,78358,0,0
2017,78359,0,0
2017,78361,1960,77414
2017,78362,4780,244653
2017,78363,11360,518270
2017,78364,0,0
2017,78368,3880,168883
2017,78369,150,10722
2017,78370,2220,115848
2017,78371,0,0
2017,78372,2520,135439
2017,78373,1870,174131
2017,78374,8590,604118
2017,78375,1290,54659
2017,78376,110,3140
2017,78377,1510,82567
2017,78379,790,62507
2017,78380,9120,465551
2017,78381,0,0
2017,78382,7120,505324
2017,78383,1610,112399
2017,78384,2310,83747
2017,78385,0,0
2017,78387,4340,199603
2017,78389,760,33802
2017,78390,2530,118167
2017,78391,130,5792
2017,78393,1070,55244
2017,78401,1450,169548
2017,78402,240,16863
2017,78403,0,0
2017,78404,6490,394122
2017,78405,5630,145810
2017,78406,410,13286
2017,78407,760,22465
2017,78408,4470,130176
2017,78409,1150,46082
2017,78410,11870,745438
2017,78411,12140,894744
2017,78412,16090,843628
2017,78413,17380,1162314
2017,78414,19190,1479229
2017,78415,17300,638555
2017,78416,6160,179145
2017,78417,2010,66838
2017,78418,13870,991899
2017,78419,0,0
2017,78426,0,0
2017,78427,0,0
2017,78460,0,0
2017,78463,0,0
2017,78465,0,0
2017,78466,0,0
2017,78467,0,0
2017,78468,0,0
2017,78469,0,0
2017,78472,0,0
2017,78473,0,0
2017,78475,0,0
2017,78480,0,0
2017,78501,23680,980870
2017,78502,0,0
2017,78503,8850,418994
2017,78504,22220,1494234
2017,78505,0,0
2017,78516,12290,381762
2017,78520,25030,906330
2017,78521,35840,1124201
2017,78522,0,0
2017,78523,0,0
2017,78526,21130,913201
2017,78535,0,0
2017,78536,120,3644
2017,78537,16670,477440
2017,78538,4320,125979
2017,78539,14250,796372
2017,78540,0,0
2017,78541,15770,588360
2017,78542,25460,869687
2017,78543,0,0
2017,78545,0,0
2017,78547,0,0
2017,78548,0,0
2017,78549,0,0
2017,78550,20700,861781
2017,78551,0,0
2017,78552,14000,719417
2017,78553,0,0
2017,78557,6480,205506
2017,78558,0,0
2017,78559,4860,176990
2017,78560,2000,70697
2017,78561,0,0
2017,78562,0,0
2017,78563,270,14927
2017,78564,0,0
2017,78565,0,0
2017,78566,8370,311662
2017,78567,0,0
2017,78568,0,0
2017,78569,1630,61997
2017,78570,12380,362585
2017,78572,28730,1267909
2017,78573,15400,616632
2017,78574,21340,734632
2017,78575,2160,158226
2017,78576,4300,137309
2017,78577,28830,947351
2017,78578,4420,202555
2017,78579,0,0
2017,78580,4380,146326
2017,78582,15230,540219
2017,78583,2450,99604
2017,78584,7540,220846
2017,78585,0,0
2017,78586,18890,609996
2017,78588,140,5638
2017,78589,16780,557035
2017,78590,0,0
2017,78591,120,5665
2017,78592,0,0
2017,78593,2230,71037
2017,78594,0,0
2017,78595,2220,65221
2017,78596,14420,588098
2017,78597,1240,112620
2017,78598,140,7040
2017,78599,0,0
2017,78601,0,0
2017,78602,13330,809044
2017,78604,0,0
2017,78605,2480,159910
2017,78606,2770,212590
2017,78607,100,6252
2017,78608,260,16504
2017,78609,930,58296
2017,78610,18110,1302393
2017,78611,6420,442663
2017,78612,6330,331131
2017,78613,37240,3397803
2017,78614,240,12777
2017,78615,660,39027
2017,78616,3820,161060
2017,78617,10060,384814
2017,78618,140,9472
2017,78619,2300,375456
2017,78620,8740,1152088
2017,78621,10970,566504
2017,78622,0,0
2017,78623,760,57683
2017,78624,11330,1029506
2017,78626,14530,907995
2017,78627,0,0
2017,78628,16390,1800114
2017,78629,5420,306244
2017,78630,0,0
2017,78631,1270,75072
2017,78632,440,25078
2017,78633,13900,1523987
2017,78634,15740,953768
2017,78635,0,0
2017,78636,1890,146070
2017,78638,1020,63490
2017,78639,3310,210319
2017,78640,26350,1319262
2017,78641,31020,2728534
2017,78642,7220,616749
2017,78643,3030,206441
2017,78644,8290,400568
2017,78645,6370,597837
2017,78646,0,0
2017,78648,3390,164198
2017,78650,750,45100
2017,78651,0,0
2017,78652,2610,193525
2017,78653,11680,589777
2017,78654,8850,579815
2017,78655,1330,73137
2017,78656,1120,44514
2017,78657,3170,484901
2017,78658,0,0
2017,78659,1440,82704
2017,78660,44780,2875159
2017,78661,0,0
2017,78662,1130,69538
2017,78663,380,45233
2017,78664,27480,1635098
2017,78665,23610,1900223
2017,78666,31190,1341718
2017,78667,0,0
2017,78669,5400,796833
2017,78670,0,0
2017,78671,400,25677
2017,78672,390,18238
2017,78673,0,0
2017,78674,0,0
2017,78675,0,0
2017,78676,7080,740069
2017,78677,0,0
2017,78680,0,0
2017,78681,24500,2300661
2017,78682,0,0
2017,78683,0,0
2017,78691,0,0
2017,78701,5810,2181681
2017,78702,12610,956292
2017,78703,11290,4117955
2017,78704,27290,2879243
2017,78705,6520,398985
2017,78708,0,0
2017,78709,0,0
2017,78711,0,0
2017,78712,0,0
2017,78713,0,0
2017,78714,0,0
2017,78715,0,0
2017,78716,0,0
2017,78717,15040,1629366
2017,78718,0,0
2017,78719,830,28900
2017,78720,0,0
2017,78721,5480,236937
2017,78722,3550,261216
2017,78723,15820,1014052
2017,78724,10150,372825
2017,78725,4610,223150
2017,78726,7010,694189
2017,78727,15030,1157521
2017,78728,12210,647286
2017,78729,15800,1014141
2017,78730,4430,1062324
2017,78731,13370,2896960
2017,78732,7060,1462721
2017,78733,4000,1238109
2017,78734,10640,1707804
2017,78735,9420,1853899
2017,78736,4380,407936
2017,78737,8300,1210566
2017,78738,11000,2517111
2017,78739,8280,1379498
2017,78741,23220,936563
2017,78742,350,11576
2017,78744,21770,876087
2017,78745,31040,1715779
2017,78746,13680,6706270
2017,78747,9590,555665
2017,78748,25740,1647034
2017,78749,17190,1568102
2017,78750,13540,1504367
2017,78751,8620,635473
2017,78752,8420,365957
2017,78753,23780,959992
2017,78754,11550,604891
2017,78755,0,0
2017,78756,4600,527462
2017,78757,12060,1115327
2017,78758,22720,1202517
2017,78759,21850,2252848
2017,78760,0,0
2017,78761,0,0
2017,78762,0,0
2017,78763,0,0
2017,78764,0,0
2017,78765,0,0
2017,78766,0,0
2017,78767,0,0
2017,78768,0,0
2017,78801,8280,353426
2017,78802,0,0
2017,78827,500,17930
2017,78828,110,4768
2017,78829,440,14713
2017,78830,240,8361
2017,78832,0,0
2017,78833,530,22358
2017,78834,3230,147283
2017,78836,0,0
2017,78837,0,0
2017,78838,250,19249
2017,78839,3150,108594
2017,78840,19340,845787
2017,78841,0,0
2017,78842,0,0
2017,78843,0,0
2017,78850,570,37399
2017,78851,0,0
2017,78852,21130,772925
2017,78853,0,0
2017,78860,0,0
2017,78861,5320,306571
2017,78870,360,17834
2017,78871,0,0
2017,78872,0,0
2017,78873,820,44399
2017,78877,320,14618
2017,78879,120,8641
2017,78880,670,39011
2017,78881,980,51367
2017,78883,130,9239
2017,78884,520,37472
2017,78885,0,0
2017,78886,240,12165
2017,78931,110,6955
2017,78932,380,34839
2017,78933,740,68355
2017,78934,3260,251836
2017,78935,430,32660
2017,78938,160,9252
2017,78940,980,79871
2017,78941,1420,94854
2017,78942,4120,234987
2017,78943,150,5227
2017,78944,330,22424
2017,78945,4880,354578
2017,78946,480,24518
2017,78947,2020,124566
2017,78948,420,23078
2017,78949,230,16454
2017,78950,1020,95486
2017,78951,0,0
2017,78952,0,0
2017,78953,540,31025
2017,78954,560,56314
2017,78956,2510,154047
2017,78957,4280,240613
2017,78959,870,35016
2017,78960,0,0
2017,78962,2200,153163
2017,78963,410,23753
2017,79001,140,6165
2017,79002,0,0
2017,79003,0,0
2017,79005,650,47493
2017,79007,5330,301877
2017,79008,0,0
2017,79009,810,32755
2017,79010,0,0
2017,79011,100,6772
2017,79012,380,38103
2017,79013,1400,47083
2017,79014,1540,124560
2017,79015,8660,593446
2017,79016,0,0
2017,79018,180,8691
2017,79019,740,45692
2017,79021,0,0
2017,79022,4200,262184
2017,79024,160,8863
2017,79025,0,0
2017,79027,1810,86678
2017,79029,7020,360196
2017,79031,430,22861
2017,79032,0,0
2017,79033,0,0
2017,79034,270,15969
2017,79035,2030,94455
2017,79036,1980,125582
2017,79039,340,20662
2017,79040,720,48273
2017,79041,1100,45971
2017,79042,470,25330
2017,79043,490,19538
2017,79044,260,12408
2017,79045,7710,335806
2017,79046,240,12899
2017,79051,0,0
2017,79052,470,20636
2017,79053,0,0
2017,79054,0,0
2017,79056,0,0
2017,79057,440,22845
2017,79058,0,0
2017,79059,330,21201
2017,79061,140,7838
2017,79062,100,6821
2017,79063,320,19570
2017,79064,940,39323
2017,79065,7320,411646
2017,79066,0,0
2017,79068,1320,87989
2017,79070,4050,262140
2017,79072,9710,409792
2017,79073,0,0
2017,79078,0,0
2017,79079,1060,55543
2017,79080,210,9999
2017,79081,1510,86698
2017,79082,110,6540
2017,79083,940,56576
2017,79084,930,53481
2017,79085,0,0
2017,79086,840,47199
2017,79087,280,13829
2017,79088,1990,90327
2017,79091,0,0
2017,79092,540,33733
2017,79093,0,0
2017,79094,0,0
2017,79095,1020,52538
2017,79096,890,58059
2017,79097,500,30047
2017,79098,190,10951
2017,79101,1040,75543
2017,79102,4070,182374
2017,79103,4580,165437
2017,79104,2900,84757
2017,79105,0,0
2017,79106,11880,568844
2017,79107,12880,371256
2017,79108,5190,245022
2017,79109,19970,1364437
2017,79110,8430,375632
2017,79111,540,23056
2017,79114,0,0
2017,79116,0,0
2017,79117,0,0
2017,79118,10910,673736
2017,79119,8450,873715
2017,79120,0,0
2017,79121,2980,290988
2017,79124,4440,483778
2017,79159,0,0
2017,79201,2320,113202
2017,79220,0,0
2017,79225,370,16594
2017,79226,1130,50555
2017,79227,500,23073
2017,79229,140,6178
2017,79230,0,0
2017,79231,0,0
2017,79233,0,0
2017,79234,0,0
2017,79235,1500,72177
2017,79236,0,0
2017,79237,150,5398
2017,79239,0,0
2017,79240,0,0
2017,79241,900,42171
2017,79243,0,0
2017,79244,300,14008
2017,79245,870,33973
2017,79247,0,0
2017,79248,550,22209
2017,79250,560,26324
2017,79251,0,0
2017,79252,1180,53938
2017,79255,180,8445
2017,79256,120,4911
2017,79257,370,19160
2017,79258,0,0
2017,79259,0,0
2017,79261,170,6162
2017,79311,1350,70543
2017,79312,370,13907
2017,79313,570,28261
2017,79314,0,0
2017,79316,3990,188282
2017,79322,740,33716
2017,79323,2880,180843
2017,79324,0,0
2017,79325,880,48613
2017,79326,0,0
2017,79329,1430,93521
2017,79330,0,0
2017,79331,4360,244866
2017,79336,6710,381031
2017,79338,0,0
2017,79339,2720,123026
2017,79342,140,8986
2017,79343,590,26564
2017,79344,0,0
2017,79345,390,17582
2017,79346,830,38794
2017,79347,2630,125576
2017,79350,340,13180
2017,79351,530,28916
2017,79353,0,0
2017,79355,830,49567
2017,79356,1720,94166
2017,79357,870,36946
2017,79358,570,36264
2017,79359,1200,59763
2017,79360,6120,357410
2017,79363,2610,175104
2017,79364,3330,150567
2017,79366,540,58376
2017,79367,310,14182
2017,79369,0,0
2017,79370,560,29283
2017,79371,580,33656
2017,79372,610,34776
2017,79373,1260,68904
2017,79376,0,0
2017,79377,130,6026
2017,79378,0,0
2017,79379,240,10643
2017,79380,0,0
2017,79381,520,33923
2017,79382,3630,249374
2017,79383,0,0
2017,79401,2240,74049
2017,79403,6380,200240
2017,79404,3980,119180
2017,79405,0,0
2017,79406,0,0
2017,79407,9350,636974
2017,79408,0,0
2017,79409,0,0
2017,79410,3360,179919
2017,79411,2820,78706
2017,79412,6200,190562
2017,79413,9320,479629
2017,79414,7760,287580
2017,79415,6650,211943
2017,79416,14600,811259
2017,79423,18020,1355243
2017,79424,23070,2144584
2017,79452,0,0
2017,79453,0,0
2017,79464,0,0
2017,79490,0,0
2017,79493,0,0
2017,79499,0,0
2017,79501,1390,65663
2017,79502,480,26087
2017,79503,0,0
2017,79504,1200,60696
2017,79505,0,0
2017,79506,280,14237
2017,79508,550,40065
2017,79510,3400,174926
2017,79511,620,51605
2017,79512,2210,117245
2017,79516,0,0
2017,79517,0,0
2017,79518,0,0
2017,79519,0,0
2017,79520,890,39960
